entry,type,group,partition
P83372,Mitochondrion,75,2
Q50I20,Mitochondrion,75,2
Q9TEM3,Mitochondrion,75,2
Q9ZUX4,Mitochondrion,78,2
P04182,Mitochondrion,83,2
P29758,Mitochondrion,83,2
Q64565,Mitochondrion,83,2
Q9BYV1,Mitochondrion,83,2
P04394,Mitochondrion,84,2
P19404,Mitochondrion,84,2
P12074,Mitochondrion,100,2
P43024,Mitochondrion,100,2
P10818,Mitochondrion,100,2
P25712,Mitochondrion,100,2
P23934,Mitochondrion,100,2
P08559,Mitochondrion,110,2
P16387,Mitochondrion,110,2
P52903,Mitochondrion,110,2
P09622,Mitochondrion,118,2
P49819,Mitochondrion,118,2
P09623,Mitochondrion,118,2
Q9M5K3,Mitochondrion,118,2
P31023,Mitochondrion,118,2
P09624,Mitochondrion,118,2
Q9SPB1,Mitochondrion,118,2
Q9M5K2,Mitochondrion,118,2
Q41219,Mitochondrion,118,2
Q9Z0J5,Mitochondrion,118,2
Q9JLT4,Mitochondrion,118,2
P0C2C4,Mitochondrion,124,2
P0DKI0,Mitochondrion,130,2
P0DKI1,Mitochondrion,130,2
P11914,Mitochondrion,137,2
P11325,Mitochondrion,151,2
P12234,Mitochondrion,161,2
P16036,Mitochondrion,161,2
P15999,Mitochondrion,190,2
Q03265,Mitochondrion,190,2
P80021,Mitochondrion,190,2
P19483,Mitochondrion,190,2
P25705,Mitochondrion,190,2
Q6C326,Mitochondrion,190,2
P21771,Mitochondrion,223,2
P30038,Mitochondrion,278,2
P31378,Mitochondrion,289,2
P78549,Mitochondrion,289,2
P32378,Mitochondrion,295,2
Q96H96,Mitochondrion,295,2
Q66JT7,Mitochondrion,295,2
Q499N4,Mitochondrion,295,2
P32387,Mitochondrion,296,2
P33421,Mitochondrion,303,2
P35720,Mitochondrion,303,2
P36520,Mitochondrion,317,2
Q9P015,Mitochondrion,317,2
Q9CPR5,Mitochondrion,317,2
Q0VC21,Mitochondrion,317,2
P36521,Mitochondrion,318,2
P36531,Mitochondrion,324,2
P36775,Mitochondrion,327,2
P36776,Mitochondrion,327,2
Q7KUT2,Mitochondrion,327,2
Q8CGK3,Mitochondrion,327,2
P93655,Mitochondrion,327,2
P39697,Mitochondrion,339,2
P39952,Mitochondrion,340,2
P40185,Mitochondrion,341,2
P43122,Mitochondrion,357,2
Q9H4B0,Mitochondrion,357,2
Q6PEB4,Mitochondrion,357,2
P49748,Mitochondrion,375,2
Q9H845,Mitochondrion,375,2
P50441,Mitochondrion,378,2
P53875,Mitochondrion,393,2
P82919,Mitochondrion,423,2
P83565,Mitochondrion,429,2
Q9NQ50,Mitochondrion,429,2
P97576,Mitochondrion,440,2
Q3SZC1,Mitochondrion,440,2
Q00059,Mitochondrion,442,2
Q02784,Mitochondrion,456,2
Q08230,Mitochondrion,470,2
Q16740,Mitochondrion,488,2
Q9FN42,Mitochondrion,488,2
Q2V2P9,Mitochondrion,500,2
Q3T0L3,Mitochondrion,513,2
Q9NRX2,Mitochondrion,513,2
Q9D8P4,Mitochondrion,513,2
Q43153,Mitochondrion,523,2
Q43725,Mitochondrion,523,2
Q56XI1,Mitochondrion,529,2
Q93170,Mitochondrion,567,2
Q7Z6M4,Mitochondrion,578,2
Q8C3X4,Mitochondrion,588,2
Q8N442,Mitochondrion,588,2
Q9Y6E7,Mitochondrion,601,2
Q8LEE7,Mitochondrion,606,2
Q8W5R6,Mitochondrion,621,2
Q99JT1,Mitochondrion,650,2
Q9BEA2,Mitochondrion,662,2
Q9NUB1,Mitochondrion,662,2
Q9FLX7,Mitochondrion,698,2
Q9HBH1,Mitochondrion,709,2
Q9LXF4,Mitochondrion,726,2
Q9LY43,Mitochondrion,727,2
Q9NVH6,Mitochondrion,743,2
Q9SX77,Mitochondrion,760,2
A8MUP2,Mitochondrion,3,3
D3ZAW2,Mitochondrion,8,3
P27465,Mitochondrion,8,3
O23240,Mitochondrion,23,3
O43766,Mitochondrion,26,3
Q99M04,Mitochondrion,26,3
Q9ZWT1,Mitochondrion,26,3
P32875,Mitochondrion,26,3
O64530,Mitochondrion,30,3
O75251,Mitochondrion,31,3
P42026,Mitochondrion,31,3
O75439,Mitochondrion,34,3
Q03346,Mitochondrion,34,3
Q9CXT8,Mitochondrion,34,3
P31800,Mitochondrion,34,3
P31930,Mitochondrion,34,3
Q42290,Mitochondrion,34,3
P11913,Mitochondrion,34,3
P10507,Mitochondrion,34,3
Q10713,Mitochondrion,34,3
P20069,Mitochondrion,34,3
P23955,Mitochondrion,34,3
O77480,Mitochondrion,38,3
O80543,Mitochondrion,39,3
O80983,Mitochondrion,41,3
Q8JZQ2,Mitochondrion,41,3
Q9Y4W6,Mitochondrion,41,3
Q920A7,Mitochondrion,41,3
Q3ULF4,Mitochondrion,41,3
Q9UQ90,Mitochondrion,41,3
O95299,Mitochondrion,46,3
Q99LC3,Mitochondrion,46,3
Q561S0,Mitochondrion,46,3
P34942,Mitochondrion,46,3
P91929,Mitochondrion,46,3
P00125,Mitochondrion,49,3
P08574,Mitochondrion,49,3
P07142,Mitochondrion,49,3
P07143,Mitochondrion,49,3
P00126,Mitochondrion,50,3
P07919,Mitochondrion,50,3
P99028,Mitochondrion,50,3
P00189,Mitochondrion,52,3
P79202,Mitochondrion,52,3
P10612,Mitochondrion,52,3
P05108,Mitochondrion,52,3
P14137,Mitochondrion,52,3
Q9QZ82,Mitochondrion,52,3
P30099,Mitochondrion,52,3
P30100,Mitochondrion,52,3
P15393,Mitochondrion,52,3
P17178,Mitochondrion,52,3
P17177,Mitochondrion,52,3
P00366,Mitochondrion,56,3
P26443,Mitochondrion,56,3
P00367,Mitochondrion,56,3
P42174,Mitochondrion,56,3
P10860,Mitochondrion,56,3
P49448,Mitochondrion,56,3
P07056,Mitochondrion,93,3
P08067,Mitochondrion,93,3
P08165,Mitochondrion,105,3
P22570,Mitochondrion,105,3
Q61578,Mitochondrion,105,3
P56522,Mitochondrion,105,3
P09440,Mitochondrion,116,3
Q3V3R1,Mitochondrion,116,3
Q6UB35,Mitochondrion,116,3
P0C2B9,Mitochondrion,121,3
Q9Y6G3,Mitochondrion,121,3
P0C2C0,Mitochondrion,122,3
P0CS90,Mitochondrion,125,3
P0CS91,Mitochondrion,125,3
Q5ZM98,Mitochondrion,125,3
P38646,Mitochondrion,125,3
P48721,Mitochondrion,125,3
P38647,Mitochondrion,125,3
Q9LDZ0,Mitochondrion,125,3
Q8GUM2,Mitochondrion,125,3
P10175,Mitochondrion,134,3
P14622,Mitochondrion,134,3
P80433,Mitochondrion,134,3
P10176,Mitochondrion,134,3
P11024,Mitochondrion,146,3
W5PFI3,Mitochondrion,146,3
Q13423,Mitochondrion,146,3
Q61941,Mitochondrion,146,3
P23004,Mitochondrion,154,3
P20285,Mitochondrion,167,3
Q01205,Mitochondrion,167,3
P36957,Mitochondrion,167,3
Q8HXG5,Mitochondrion,168,3
P13619,Mitochondrion,174,3
P24539,Mitochondrion,174,3
Q9C6I6,Mitochondrion,176,3
P15690,Mitochondrion,188,3
P28331,Mitochondrion,188,3
Q66HF1,Mitochondrion,188,3
Q91VD9,Mitochondrion,188,3
P24918,Mitochondrion,188,3
P20000,Mitochondrion,215,3
Q9SU63,Mitochondrion,215,3
Q8S528,Mitochondrion,215,3
P46367,Mitochondrion,215,3
P51650,Mitochondrion,215,3
Q02253,Mitochondrion,215,3
Q0WM29,Mitochondrion,215,3
P25285,Mitochondrion,250,3
P48728,Mitochondrion,250,3
Q8CFA2,Mitochondrion,250,3
P28337,Mitochondrion,250,3
P25711,Mitochondrion,255,3
Q9NX20,Mitochondrion,255,3
P25719,Mitochondrion,257,3
P29117,Mitochondrion,257,3
P26969,Mitochondrion,265,3
P32340,Mitochondrion,294,3
P82918,Mitochondrion,308,3
P36519,Mitochondrion,316,3
P36528,Mitochondrion,323,3
P39112,Mitochondrion,337,3
Q9FJW4,Mitochondrion,349,3
P46637,Mitochondrion,363,3
P53219,Mitochondrion,388,3
P53318,Mitochondrion,390,3
Q8R1S0,Mitochondrion,390,3
P82913,Mitochondrion,421,3
P93736,Mitochondrion,438,3
Q02337,Mitochondrion,450,3
Q02338,Mitochondrion,450,3
Q02773,Mitochondrion,454,3
Q07021,Mitochondrion,464,3
Q0P5I5,Mitochondrion,474,3
Q86XE5,Mitochondrion,474,3
Q9DCU9,Mitochondrion,474,3
Q23272,Mitochondrion,492,3
Q2HJJ1,Mitochondrion,495,3
Q3ZBF3,Mitochondrion,516,3
Q49AM1,Mitochondrion,526,3
Q8BKY8,Mitochondrion,526,3
Q6DHK1,Mitochondrion,562,3
Q8K4Z3,Mitochondrion,562,3
Q8NCW5,Mitochondrion,562,3
Q6NQ83,Mitochondrion,565,3
Q7M0E7,Mitochondrion,577,3
Q80ZM3,Mitochondrion,579,3
Q8LCY2,Mitochondrion,605,3
Q8W487,Mitochondrion,620,3
Q9P0P8,Mitochondrion,620,3
Q8WWV3,Mitochondrion,622,3
Q91YT0,Mitochondrion,626,3
Q9FNN5,Mitochondrion,626,3
Q96IL0,Mitochondrion,643,3
Q9CZ42,Mitochondrion,683,3
Q9H300,Mitochondrion,705,3
Q9NR28,Mitochondrion,739,3
Q9SVM8,Mitochondrion,759,3
Q9VJV8,Mitochondrion,772,3
O44074,Mitochondrion,27,4
P21912,Mitochondrion,27,4
O49354,Mitochondrion,28,4
Q8BMS4,Mitochondrion,28,4
Q9NZJ6,Mitochondrion,28,4
P27680,Mitochondrion,28,4
O75306,Mitochondrion,32,4
P17694,Mitochondrion,32,4
Q641Y2,Mitochondrion,32,4
P22142,Mitochondrion,32,4
O75880,Mitochondrion,37,4
O82663,Mitochondrion,43,4
Q00711,Mitochondrion,43,4
Q920L2,Mitochondrion,43,4
Q8K2B3,Mitochondrion,43,4
Q0QF01,Mitochondrion,43,4
P31040,Mitochondrion,43,4
Q9YHT1,Mitochondrion,43,4
P31039,Mitochondrion,43,4
O95831,Mitochondrion,48,4
Q9JM53,Mitochondrion,48,4
Q9Z0X1,Mitochondrion,48,4
P00346,Mitochondrion,54,4
Q32LG3,Mitochondrion,54,4
P08249,Mitochondrion,54,4
P04636,Mitochondrion,54,4
P40926,Mitochondrion,54,4
P83373,Mitochondrion,54,4
P17783,Mitochondrion,54,4
Q9ZP06,Mitochondrion,54,4
Q9LKA3,Mitochondrion,54,4
P17505,Mitochondrion,54,4
P00430,Mitochondrion,64,4
Q1W0Y2,Mitochondrion,64,4
P17665,Mitochondrion,64,4
P80432,Mitochondrion,64,4
P15954,Mitochondrion,64,4
P04039,Mitochondrion,64,4
P48772,Mitochondrion,64,4
P48771,Mitochondrion,64,4
P35171,Mitochondrion,64,4
P14406,Mitochondrion,64,4
P56392,Mitochondrion,64,4
P00431,Mitochondrion,65,4
P00480,Mitochondrion,67,4
P84010,Mitochondrion,67,4
P11725,Mitochondrion,67,4
P00481,Mitochondrion,67,4
Q9YHY9,Mitochondrion,67,4
P00842,Mitochondrion,74,4
P07926,Mitochondrion,74,4
P32876,Mitochondrion,74,4
P17605,Mitochondrion,74,4
P40305,Mitochondrion,74,4
Q9UII2,Mitochondrion,76,4
P01098,Mitochondrion,76,4
P02721,Mitochondrion,79,4
P18859,Mitochondrion,79,4
Q07973,Mitochondrion,86,4
Q09128,Mitochondrion,86,4
P05165,Mitochondrion,87,4
P0DTA4,Mitochondrion,87,4
Q5I0C3,Mitochondrion,87,4
Q99MR8,Mitochondrion,87,4
Q96RQ3,Mitochondrion,87,4
Q42777,Mitochondrion,87,4
P05626,Mitochondrion,89,4
Q6C105,Mitochondrion,89,4
P07246,Mitochondrion,96,4
P07256,Mitochondrion,97,4
P32799,Mitochondrion,142,4
P36532,Mitochondrion,142,4
P12686,Mitochondrion,164,4
Q6C9E6,Mitochondrion,170,4
Q5XIE6,Mitochondrion,183,4
P16332,Mitochondrion,194,4
P22033,Mitochondrion,194,4
P16451,Mitochondrion,196,4
P16622,Mitochondrion,197,4
P22315,Mitochondrion,197,4
P20108,Mitochondrion,217,4
Q9Z0V6,Mitochondrion,217,4
P35705,Mitochondrion,217,4
P30048,Mitochondrion,217,4
Q9M7T0,Mitochondrion,217,4
Q9FLQ4,Mitochondrion,218,4
Q8H107,Mitochondrion,218,4
P21375,Mitochondrion,221,4
P22027,Mitochondrion,227,4
Q99766,Mitochondrion,227,4
Q9CRA7,Mitochondrion,227,4
Q2M2T7,Mitochondrion,227,4
P25039,Mitochondrion,248,4
Q9C641,Mitochondrion,248,4
Q8K0D5,Mitochondrion,248,4
Q07803,Mitochondrion,248,4
Q96RP9,Mitochondrion,248,4
P39677,Mitochondrion,248,4
P25846,Mitochondrion,259,4
P28241,Mitochondrion,269,4
Q9D6R2,Mitochondrion,269,4
P56471,Mitochondrion,269,4
P50213,Mitochondrion,269,4
P41563,Mitochondrion,269,4
Q99NA5,Mitochondrion,269,4
P28834,Mitochondrion,269,4
P32266,Mitochondrion,293,4
P33751,Mitochondrion,304,4
P36517,Mitochondrion,315,4
P36527,Mitochondrion,322,4
P38071,Mitochondrion,331,4
Q8WZM3,Mitochondrion,331,4
Q8LCU7,Mitochondrion,331,4
P38793,Mitochondrion,336,4
Q9Y676,Mitochondrion,358,4
P43897,Mitochondrion,359,4
Q9CZR8,Mitochondrion,359,4
Q9VJC7,Mitochondrion,359,4
Q5XF75,Mitochondrion,359,4
P49017,Mitochondrion,371,4
Q5HYK3,Mitochondrion,371,4
Q9CXI0,Mitochondrion,371,4
P53193,Mitochondrion,387,4
P80147,Mitochondrion,415,4
Q767K8,Mitochondrion,422,4
Q99N84,Mitochondrion,422,4
P92983,Mitochondrion,435,4
Q02486,Mitochondrion,453,4
Q05932,Mitochondrion,463,4
Q0WUC5,Mitochondrion,479,4
Q16891,Mitochondrion,490,4
Q2TBK2,Mitochondrion,498,4
Q9BYD2,Mitochondrion,498,4
Q99N94,Mitochondrion,498,4
Q2TBR2,Mitochondrion,499,4
Q9CQL4,Mitochondrion,499,4
Q9BYC9,Mitochondrion,499,4
Q32PC3,Mitochondrion,499,4
Q9P0M9,Mitochondrion,502,4
Q99N92,Mitochondrion,502,4
Q3SYS0,Mitochondrion,508,4
Q60936,Mitochondrion,542,4
Q8NI60,Mitochondrion,542,4
Q6CE48,Mitochondrion,559,4
Q6UPE1,Mitochondrion,572,4
Q8CBY0,Mitochondrion,589,4
Q8VC49,Mitochondrion,618,4
Q92247,Mitochondrion,629,4
Q969P6,Mitochondrion,638,4
Q9CQY6,Mitochondrion,678,4
Q9H2U2,Mitochondrion,704,4
Q9JJL8,Mitochondrion,713,4
Q9N0F3,Mitochondrion,713,4
Q9NP81,Mitochondrion,713,4
Q9LW15,Mitochondrion,725,4
Q9NPH0,Mitochondrion,737,4
Q9SV46,Mitochondrion,758,4
Q9UDR5,Mitochondrion,767,4
O00571,Nucleus_export,12,0
Q62167,Nucleus_export,12,0
O15055,Nucleus_export,14,0
O54943,Nucleus_export,14,0
Q9Z301,Nucleus_export,14,0
O35973,Nucleus_export,14,0
O15534,Nucleus_export,14,0
Q8CHI5,Nucleus_export,14,0
P52306,Nucleus_export,36,0
P56477,Nucleus_export,37,0
Q13568,Nucleus_export,37,0
P97783,Nucleus_export,41,0
Q5M971,Nucleus_export,41,0
Q13015,Nucleus_export,41,0
Q5TAQ9,Nucleus_export,59,0
Q5U2M6,Nucleus_export,59,0
Q8N7N5,Nucleus_export,59,0
Q7M753,Nucleus_export,67,0
Q9BZ23,Nucleus_export,67,0
Q8NAG6,Nucleus_export,79,0
Q99JB6,Nucleus_export,87,0
Q9BZS1,Nucleus_export,87,0
Q9BWV3,Nucleus_export,92,0
Q9GZX7,Nucleus_export,101,0
Q9WVE0,Nucleus_export,101,0
G0SCU5,Nucleus_export,7,1
G4NAY4,Nucleus_export,7,1
P40150,Nucleus_export,7,1
P11484,Nucleus_export,7,1
Q10284,Nucleus_export,7,1
O08560,Nucleus_export,13,1
Q80UP3,Nucleus_export,13,1
Q13574,Nucleus_export,13,1
O35923,Nucleus_export,17,1
P97929,Nucleus_export,17,1
P51587,Nucleus_export,17,1
P15330,Nucleus_export,22,1
P30561,Nucleus_export,27,1
P41738,Nucleus_export,27,1
P35869,Nucleus_export,27,1
P70278,Nucleus_export,38,1
Q3LUD4,Nucleus_export,55,1
Q91YU6,Nucleus_export,55,1
Q6PIJ6,Nucleus_export,66,1
Q8BMI0,Nucleus_export,66,1
Q9EQE1,Nucleus_export,85,1
Q9HC62,Nucleus_export,85,1
Q9LPZ4,Nucleus_export,105,1
Q9QZL6,Nucleus_export,113,1
Q9UK80,Nucleus_export,113,1
A2VDN5,Nucleus_export,0,2
Q9UBP0,Nucleus_export,0,2
Q9QYY8,Nucleus_export,0,2
B2RYN7,Nucleus_export,0,2
B2GUZ1,Nucleus_export,2,2
P35123,Nucleus_export,2,2
Q13107,Nucleus_export,2,2
E1BM58,Nucleus_export,5,2
Q9BXM0,Nucleus_export,5,2
O55103,Nucleus_export,5,2
Q63425,Nucleus_export,5,2
P19484,Nucleus_export,23,2
Q9R210,Nucleus_export,23,2
P25963,Nucleus_export,26,2
Q08353,Nucleus_export,26,2
Q9Z1E3,Nucleus_export,26,2
P78953,Nucleus_export,39,2
Q6NVF4,Nucleus_export,65,2
Q8NG08,Nucleus_export,65,2
Q8LH59,Nucleus_export,75,2
Q9BVS4,Nucleus_export,91,2
Q9CQS5,Nucleus_export,91,2
Q9JIA7,Nucleus_export,104,2
Q9NRA0,Nucleus_export,104,2
Q9NUL5,Nucleus_export,110,2
A8MR65,Nucleus_export,1,3
Q8S4Q6,Nucleus_export,1,3
B8NNN3,Nucleus_export,4,3
Q01663,Nucleus_export,4,3
Q5AJU7,Nucleus_export,4,3
P19880,Nucleus_export,4,3
O00327,Nucleus_export,11,3
Q91YA9,Nucleus_export,11,3
Q9WTL8,Nucleus_export,11,3
Q9I8T7,Nucleus_export,11,3
P24813,Nucleus_export,25,3
Q00994,Nucleus_export,43,3
Q9WTZ9,Nucleus_export,43,3
Q15628,Nucleus_export,53,3
Q3U0V2,Nucleus_export,53,3
Q2TBA3,Nucleus_export,54,3
Q8CI15,Nucleus_export,74,3
Q91V26,Nucleus_export,74,3
Q9NYA1,Nucleus_export,74,3
Q96D46,Nucleus_export,86,3
Q99L48,Nucleus_export,86,3
Q9EST3,Nucleus_export,100,3
Q9NRA8,Nucleus_export,100,3
Q9R0L7,Nucleus_export,114,3
Q9ULX6,Nucleus_export,114,3
F1LVW7,Nucleus_export,6,4
Q9Z207,Nucleus_export,6,4
Q9NSV4,Nucleus_export,6,4
G5E8Z2,Nucleus_export,9,4
I3LM39,Nucleus_export,10,4
Q8N884,Nucleus_export,10,4
Q8C6L5,Nucleus_export,10,4
Q91ZX6,Nucleus_export,10,4
O35821,Nucleus_export,16,4
Q7TPV4,Nucleus_export,16,4
Q9BQG0,Nucleus_export,16,4
P35922,Nucleus_export,30,4
Q06787,Nucleus_export,30,4
Q80WE1,Nucleus_export,30,4
P46934,Nucleus_export,33,4
P46935,Nucleus_export,34,4
Q62940,Nucleus_export,34,4
P81299,Nucleus_export,40,4
Q13148,Nucleus_export,50,4
Q6ICB0,Nucleus_export,64,4
Q9CQT7,Nucleus_export,64,4
Q8N0Z6,Nucleus_export,76,4
Q99LG4,Nucleus_export,76,4
Q9CZ30,Nucleus_export,98,4
Q9NTK5,Nucleus_export,98,4
A0A1L8G2K9,Nucleus,5,0
Q9H040,Nucleus,5,0
A1L3G9,Nucleus,11,0
B9X187,Nucleus,11,0
A2BH40,Nucleus,13,0
O14497,Nucleus,13,0
Q8NFD5,Nucleus,13,0
E9Q4N7,Nucleus,13,0
A2RVJ8,Nucleus,15,0
A5HEG9,Nucleus,17,0
Q9ZQ12,Nucleus,17,0
B6EUB3,Nucleus,24,0
B7ZQJ9,Nucleus,27,0
C6TCZ5,Nucleus,33,0
Q8H395,Nucleus,33,0
Q9LMA8,Nucleus,33,0
Q9C9E3,Nucleus,33,0
Q9S7M2,Nucleus,33,0
Q84R94,Nucleus,33,0
Q69P94,Nucleus,33,0
Q9LDU5,Nucleus,33,0
Q8GRS2,Nucleus,33,0
Q9C5K8,Nucleus,33,0
Q93ZM9,Nucleus,33,0
Q10QW3,Nucleus,33,0
Q8W4J8,Nucleus,33,0
Q8GSI0,Nucleus,33,0
D4A7T3,Nucleus,41,0
Q91Y44,Nucleus,41,0
Q58F21,Nucleus,41,0
F4HS99,Nucleus,48,0
F4I8S3,Nucleus,54,0
Q9LK10,Nucleus,54,0
F4IDQ6,Nucleus,57,0
O70133,Nucleus,57,0
F4IL30,Nucleus,60,0
F4IV99,Nucleus,63,0
Q9S775,Nucleus,63,0
Q7X9V2,Nucleus,63,0
F4JF14,Nucleus,67,0
F4K3M6,Nucleus,77,0
G0S7F3,Nucleus,84,0
O18017,Nucleus,101,0
O94983,Nucleus,127,0
Q7XHR2,Nucleus,127,0
P05221,Nucleus,136,0
Q1HTZ8,Nucleus,136,0
Q1HTZ9,Nucleus,136,0
P09874,Nucleus,143,0
P11103,Nucleus,143,0
P27008,Nucleus,143,0
P26446,Nucleus,143,0
P13642,Nucleus,154,0
P49591,Nucleus,154,0
Q6P799,Nucleus,154,0
P26638,Nucleus,154,0
Q6DRC0,Nucleus,154,0
P23508,Nucleus,161,0
P43354,Nucleus,178,0
P52795,Nucleus,186,0
P52796,Nucleus,186,0
P98172,Nucleus,186,0
P54253,Nucleus,188,0
P54254,Nucleus,188,0
P54278,Nucleus,191,0
P79943,Nucleus,200,0
P97440,Nucleus,200,0
Q14493,Nucleus,200,0
Q08004,Nucleus,214,0
Q0JEE2,Nucleus,221,0
Q6QHD1,Nucleus,221,0
Q7XEZ1,Nucleus,226,0
Q7XPM8,Nucleus,226,0
Q9M246,Nucleus,226,0
Q12796,Nucleus,227,0
Q22663,Nucleus,244,0
Q32NN2,Nucleus,253,0
Q6IRN2,Nucleus,253,0
Q9QYS9,Nucleus,253,0
Q96PU8,Nucleus,253,0
Q91XU1,Nucleus,253,0
Q3KP66,Nucleus,254,0
Q569N2,Nucleus,260,0
Q7Z713,Nucleus,260,0
Q5HZ36,Nucleus,267,0
Q9SZI6,Nucleus,267,0
Q5HZG9,Nucleus,268,0
Q96MN9,Nucleus,268,0
Q5T5X7,Nucleus,271,0
Q6PAL0,Nucleus,271,0
Q62315,Nucleus,279,0
Q6EWX0,Nucleus,293,0
Q8S9M3,Nucleus,307,0
Q9LJG8,Nucleus,307,0
Q7XA73,Nucleus,317,0
Q7Z7C7,Nucleus,325,0
Q8BQP9,Nucleus,337,0
Q8C7V8,Nucleus,341,0
Q9H6E4,Nucleus,341,0
Q8GYY7,Nucleus,351,0
Q8LEA8,Nucleus,368,0
Q8VXV7,Nucleus,383,0
Q8WTP8,Nucleus,392,0
Q94K49,Nucleus,418,0
Q9BWT1,Nucleus,434,0
Q9FE22,Nucleus,454,0
Q9FNE4,Nucleus,465,0
Q9SIW2,Nucleus,482,0
Q9LV14,Nucleus,487,0
Q9M3B8,Nucleus,498,0
Q9P0U3,Nucleus,510,0
Q9SF36,Nucleus,524,0
Q9SU24,Nucleus,536,0
Q9ZVU5,Nucleus,564,0
A0A0D2Y4S0,Nucleus,1,1
W7MRI4,Nucleus,1,1
S0DHV6,Nucleus,1,1
G0RL42,Nucleus,1,1
I1S537,Nucleus,1,1
B6H3B2,Nucleus,1,1
E9RCK4,Nucleus,1,1
L0PQS5,Nucleus,1,1
B8NIF0,Nucleus,1,1
C8VTV4,Nucleus,1,1
Q5BBX1,Nucleus,1,1
A0A1P8B0B7,Nucleus,7,1
Q8GZ87,Nucleus,7,1
Q8L4D8,Nucleus,7,1
Q9ASW3,Nucleus,7,1
Q9SF32,Nucleus,7,1
A0A2K8FQU5,Nucleus,9,1
Q8GZU0,Nucleus,9,1
A2RTX5,Nucleus,14,1
Q8BLY2,Nucleus,14,1
B1B534,Nucleus,21,1
Q944L3,Nucleus,21,1
Q700D2,Nucleus,21,1
Q9SCQ6,Nucleus,21,1
Q9FFH3,Nucleus,21,1
Q9ZWA6,Nucleus,21,1
Q9LVQ7,Nucleus,21,1
C8KI33,Nucleus,34,1
E3VNM4,Nucleus,42,1
Q52MZ2,Nucleus,42,1
Q93XM6,Nucleus,42,1
F1QN48,Nucleus,46,1
Q14153,Nucleus,46,1
Q8BGR5,Nucleus,46,1
F4I6G4,Nucleus,52,1
O64752,Nucleus,52,1
F4KIX0,Nucleus,52,1
F4I700,Nucleus,53,1
F4IHY7,Nucleus,59,1
F4IRB4,Nucleus,61,1
Q94FL6,Nucleus,61,1
F4K1B4,Nucleus,73,1
Q9M9L3,Nucleus,73,1
Q4PT37,Nucleus,73,1
F4K3G5,Nucleus,76,1
O15381,Nucleus,99,1
Q9DBY8,Nucleus,99,1
O43781,Nucleus,107,1
Q922Y0,Nucleus,107,1
Q9NR20,Nucleus,107,1
Q8L8M9,Nucleus,113,1
O75475,Nucleus,115,1
Q66T72,Nucleus,115,1
Q99JF8,Nucleus,115,1
Q812D1,Nucleus,115,1
O80683,Nucleus,120,1
O94851,Nucleus,126,1
Q7RTP6,Nucleus,126,1
O95990,Nucleus,131,1
Q78TU8,Nucleus,131,1
O96006,Nucleus,132,1
P06400,Nucleus,138,1
P13405,Nucleus,138,1
P33568,Nucleus,138,1
Q90600,Nucleus,138,1
P07664,Nucleus,140,1
P0CB22,Nucleus,144,1
P10244,Nucleus,147,1
P11101,Nucleus,149,1
Q05952,Nucleus,149,1
P34947,Nucleus,172,1
P40345,Nucleus,175,1
P41002,Nucleus,177,1
P54259,Nucleus,190,1
Q01954,Nucleus,209,1
Q0VGM9,Nucleus,223,1
Q9NZ71,Nucleus,223,1
Q0WNP8,Nucleus,224,1
Q12874,Nucleus,228,1
Q9D554,Nucleus,228,1
Q2VPD4,Nucleus,237,1
Q8WYA1,Nucleus,252,1
Q58G47,Nucleus,263,1
Q9LVI4,Nucleus,263,1
Q5T3J3,Nucleus,270,1
Q8CDD9,Nucleus,270,1
Q5U2Z5,Nucleus,272,1
Q9DBC3,Nucleus,272,1
Q8N1G2,Nucleus,272,1
Q6AYU4,Nucleus,288,1
Q91YE2,Nucleus,288,1
Q96KS0,Nucleus,288,1
Q6EVK6,Nucleus,292,1
Q7TT18,Nucleus,315,1
Q7Z5L9,Nucleus,322,1
Q84JB7,Nucleus,327,1
Q9SMM8,Nucleus,327,1
Q8BN78,Nucleus,336,1
Q8GXA4,Nucleus,349,1
Q8K3Y6,Nucleus,360,1
Q8RXD4,Nucleus,378,1
Q8VWG3,Nucleus,382,1
Q9SVY1,Nucleus,382,1
Q8W489,Nucleus,389,1
Q94FL9,Nucleus,417,1
Q96GM8,Nucleus,424,1
Q9EQS0,Nucleus,449,1
Q9FJY5,Nucleus,463,1
Q9LN09,Nucleus,486,1
Q9LYD9,Nucleus,494,1
Q9NPI1,Nucleus,505,1
Q9SEE9,Nucleus,522,1
Q9SU04,Nucleus,535,1
Q9ZSM8,Nucleus,560,1
A0A0K0MJ13,Nucleus,2,2
Q01469,Nucleus,2,2
P55052,Nucleus,2,2
Q05816,Nucleus,2,2
P55053,Nucleus,2,2
A0A0K0MJN3,Nucleus,2,2
P04117,Nucleus,2,2
O02324,Nucleus,2,2
A0A1P8AUY4,Nucleus,6,2
A0MES8,Nucleus,10,2
B1AXD8,Nucleus,20,2
Q53H80,Nucleus,20,2
Q6GQB5,Nucleus,20,2
C0SUT9,Nucleus,32,2
Q8GUI6,Nucleus,32,2
F4I240,Nucleus,32,2
Q9STM3,Nucleus,32,2
E9Q7G0,Nucleus,44,2
Q14980,Nucleus,44,2
F4IF36,Nucleus,58,2
Q93ZH7,Nucleus,62,2
F4J061,Nucleus,62,2
F4JC20,Nucleus,66,2
F4JRS4,Nucleus,70,2
F4KAF2,Nucleus,70,2
Q56Y74,Nucleus,70,2
